2-s2.0-84921683270
2-s2.0-84917736730
2-s2.0-84906345397
2-s2.0-84884247875
2-s2.0-84907066537
2-s2.0-84898636270
2-s2.0-84865594764
2-s2.0-79960695340
2-s2.0-79952080363
2-s2.0-78049281031
2-s2.0-77956577896
2-s2.0-84887449554
