2-s2.0-84917739780
2-s2.0-84919865419
2-s2.0-84884916169
2-s2.0-84873166607
2-s2.0-84873178291
2-s2.0-84865987173
2-s2.0-84858160886
2-s2.0-84862205621
2-s2.0-81455127559
2-s2.0-77957358557
2-s2.0-71849100444
2-s2.0-77952330728
2-s2.0-60349088012
2-s2.0-34250850867
2-s2.0-56349141220
2-s2.0-33846145684
2-s2.0-33751283514
2-s2.0-1542432708
2-s2.0-0032591677
