2-s2.0-84918770839
2-s2.0-84891616588
2-s2.0-84885170038
2-s2.0-84887164633
2-s2.0-84880340924
2-s2.0-84864500281
2-s2.0-77952337136
2-s2.0-38449106816
2-s2.0-56349141220
2-s2.0-33751219557
2-s2.0-52549126493
