2-s2.0-84921456359
2-s2.0-84921683270
2-s2.0-84921448404
2-s2.0-84870714336
2-s2.0-84865594764
2-s2.0-84862129494
2-s2.0-81855226135
2-s2.0-80051516018
2-s2.0-79960682039
2-s2.0-79960196889
2-s2.0-71849100444
2-s2.0-55849089959
2-s2.0-50649113700
2-s2.0-22844436994
