2-s2.0-84907029376
2-s2.0-84893208369
2-s2.0-84891613061
2-s2.0-84878329140
2-s2.0-84867753799
2-s2.0-84860153253
2-s2.0-82955203175
2-s2.0-78649768820
2-s2.0-78651557315
2-s2.0-84894349514
2-s2.0-77952832499
2-s2.0-77958185409
2-s2.0-55749097029
2-s2.0-77149121828
2-s2.0-14544304449
2-s2.0-0033314867
