2-s2.0-84896810552
2-s2.0-84908409977
2-s2.0-84878588701
2-s2.0-84873102339
2-s2.0-79960672576
2-s2.0-79955761304
2-s2.0-80155187761
2-s2.0-78149245591
2-s2.0-78449255931
2-s2.0-73549108498
2-s2.0-66349111697
