2-s2.0-84887018286
2-s2.0-84870832642
2-s2.0-84876482103
2-s2.0-84862129494
2-s2.0-81855226135
2-s2.0-80053223753
2-s2.0-79960196889
2-s2.0-77957332663
2-s2.0-77953258588
2-s2.0-69549135786
2-s2.0-0034109237
2-s2.0-0034030446
2-s2.0-0026445590
