2-s2.0-84906345397
2-s2.0-84917728078
2-s2.0-84921683270
2-s2.0-84910025583
2-s2.0-84905253996
2-s2.0-84901920686
2-s2.0-84902332024
2-s2.0-84885192688
2-s2.0-84884247875
2-s2.0-84873178291
2-s2.0-84865594764
2-s2.0-84859472332
2-s2.0-81155149765
2-s2.0-80053120170
2-s2.0-79960695340
2-s2.0-79960389401
2-s2.0-79957598226
2-s2.0-78049281031
2-s2.0-77956577896
2-s2.0-77956866531
2-s2.0-77954932149
2-s2.0-84887449554
2-s2.0-67650089640
2-s2.0-70349644288
2-s2.0-50649113700
2-s2.0-56549128666
2-s2.0-33847208159
2-s2.0-22844436994
2-s2.0-8744304814
2-s2.0-0028730114
