2-s2.0-84917736730
2-s2.0-84907031451
2-s2.0-84906345397
2-s2.0-84893208369
2-s2.0-84898636270
2-s2.0-84873178291
2-s2.0-81155149765
2-s2.0-79960389401
2-s2.0-79958796011
2-s2.0-82055166885
2-s2.0-79952080363
2-s2.0-77956577896
2-s2.0-77954932149
2-s2.0-76449093553
2-s2.0-77957656813
2-s2.0-56549128666
2-s2.0-33847208159
2-s2.0-33947116871
2-s2.0-1642519944
2-s2.0-8744304814
