2-s2.0-84865156626
2-s2.0-79960672802
2-s2.0-79960389401
2-s2.0-79959537798
2-s2.0-77956577896
2-s2.0-77951584187
2-s2.0-77952327941
2-s2.0-38449106816
2-s2.0-38049187486
2-s2.0-33947116871
2-s2.0-24144468666
2-s2.0-24144477302
2-s2.0-9444282072
