2-s2.0-84906819122
2-s2.0-84902314040
2-s2.0-84908432001
2-s2.0-79955515696
2-s2.0-77949863800
2-s2.0-70349895331
2-s2.0-77957907630
2-s2.0-54949155740
2-s2.0-33645950426
2-s2.0-2442597833
2-s2.0-0028730114
