2-s2.0-84918781219
2-s2.0-84906319275
2-s2.0-84897859006
2-s2.0-84890248789
2-s2.0-84921683270
2-s2.0-84912060884
2-s2.0-84901068172
2-s2.0-84901024575
2-s2.0-84901684401
2-s2.0-84891514597
2-s2.0-84906055654
2-s2.0-84906974622
2-s2.0-84921064406
2-s2.0-84907365450
2-s2.0-84919372895
2-s2.0-84890330106
2-s2.0-84894110937
2-s2.0-84888226646
2-s2.0-84894314232
2-s2.0-84888435514
2-s2.0-84886952778
2-s2.0-84885915002
2-s2.0-84884916169
2-s2.0-84883782836
2-s2.0-84883428692
2-s2.0-84883145498
2-s2.0-84880360346
2-s2.0-84879116963
2-s2.0-84878583510
2-s2.0-84877251972
2-s2.0-84877910643
2-s2.0-84880721877
2-s2.0-84873732338
2-s2.0-84875682552
2-s2.0-84875824692
2-s2.0-84875452103
2-s2.0-84874252361
2-s2.0-84874061704
2-s2.0-84898636270
2-s2.0-84897018879
2-s2.0-84870787917
2-s2.0-84872780391
2-s2.0-84874211840
2-s2.0-84871195200
2-s2.0-84871056030
2-s2.0-84891457842
2-s2.0-84872437831
2-s2.0-84872017829
2-s2.0-84867528006
2-s2.0-84867240081
2-s2.0-84867157906
2-s2.0-84866644434
2-s2.0-84866692323
2-s2.0-84862663828
2-s2.0-84859462337
2-s2.0-84867560539
2-s2.0-84866617888
2-s2.0-84860591847
2-s2.0-84860589811
2-s2.0-84871510555
2-s2.0-84859970229
2-s2.0-84858603246
2-s2.0-82755165158
2-s2.0-84863574950
2-s2.0-84858412276
2-s2.0-81455127559
2-s2.0-80054000048
2-s2.0-80053588431
2-s2.0-81855187876
2-s2.0-80051761076
2-s2.0-79955815153
2-s2.0-79959743018
2-s2.0-79958003752
2-s2.0-79957953637
2-s2.0-79955544447
2-s2.0-78650807291
2-s2.0-78751504474
2-s2.0-77957774116
2-s2.0-78751527337
2-s2.0-78650731615
2-s2.0-77956569348
2-s2.0-77954429614
2-s2.0-80051560062
2-s2.0-77952532221
2-s2.0-77950958214
2-s2.0-77950394025
2-s2.0-77955872865
2-s2.0-76149087481
2-s2.0-84894351150
2-s2.0-74549172107
2-s2.0-84894349514
2-s2.0-70449629540
2-s2.0-59649099005
2-s2.0-57049110936
2-s2.0-69149090155
2-s2.0-55749097029
2-s2.0-68249087382
2-s2.0-55849089959
2-s2.0-46749116339
2-s2.0-48249110699
