2-s2.0-84887566536
2-s2.0-84875275321
2-s2.0-84890808158
2-s2.0-84873102339
2-s2.0-79960692476
2-s2.0-58549091525
2-s2.0-24144449906
2-s2.0-24144468666
2-s2.0-24144477302
2-s2.0-14544304449
2-s2.0-7044227557
2-s2.0-0035253913
2-s2.0-33748632922
