2-s2.0-84890417464
2-s2.0-84885585776
2-s2.0-84875682552
2-s2.0-84875452103
2-s2.0-84871880520
2-s2.0-84863549390
2-s2.0-84856043045
2-s2.0-80054000048
2-s2.0-81855187876
2-s2.0-66349111697
2-s2.0-55549128955
2-s2.0-0028957933
