2-s2.0-84896810552
2-s2.0-84888143293
2-s2.0-84881654592
2-s2.0-79960676285
2-s2.0-70350539559
2-s2.0-77952337136
2-s2.0-66349111697
2-s2.0-84866346310
2-s2.0-51349166665
2-s2.0-38449106816
2-s2.0-38049187486
2-s2.0-56349141220
2-s2.0-33751283514
2-s2.0-23144437858
2-s2.0-7044227557
2-s2.0-1542432708
2-s2.0-7044264347
2-s2.0-0036456263
2-s2.0-0032591677
