2-s2.0-84920878397
2-s2.0-84883782836
2-s2.0-84880738465
2-s2.0-84856535951
2-s2.0-79952190958
2-s2.0-77953692187
2-s2.0-47249096155
2-s2.0-43349089741
2-s2.0-0042764003
