EID
2-s2.0-78650571606
2-s2.0-78650582582
2-s2.0-78650498379
2-s2.0-78650553319
2-s2.0-78649938081
2-s2.0-78649809111
2-s2.0-78651536409
2-s2.0-78651578163
2-s2.0-78651585421
2-s2.0-78651557568
2-s2.0-78649605755
2-s2.0-78649517090
2-s2.0-78649526258
2-s2.0-84887938037
2-s2.0-79952083072
2-s2.0-78149465863
2-s2.0-79953271238
2-s2.0-79953139780
2-s2.0-84887831819
2-s2.0-84861073987
2-s2.0-79953270700
2-s2.0-78650897507
2-s2.0-84867338077
2-s2.0-84859915616
2-s2.0-84881400565
2-s2.0-79959867714
2-s2.0-79951493861
2-s2.0-84881431949
2-s2.0-84858652794
2-s2.0-79251482489
2-s2.0-78751542466
2-s2.0-78649792580
2-s2.0-80051767732
2-s2.0-77955926208
2-s2.0-78650583003
2-s2.0-79953291716
2-s2.0-79952094986
2-s2.0-84881446557
2-s2.0-84881447253
2-s2.0-78650567845
2-s2.0-84855497081
2-s2.0-79953269929
2-s2.0-78650953034
2-s2.0-79959608174
2-s2.0-79952091861
2-s2.0-79251479744
2-s2.0-79953284237
2-s2.0-79951781401
2-s2.0-79251477570
2-s2.0-79951717151
2-s2.0-84855585894
2-s2.0-79953292228
2-s2.0-80052268825
2-s2.0-78649702159
2-s2.0-79151479229
2-s2.0-79959582182
2-s2.0-79953291835
2-s2.0-79953292010
2-s2.0-78650529467
2-s2.0-84861029332
2-s2.0-84863808595
2-s2.0-84861064824
2-s2.0-79953288183
2-s2.0-84881422692
2-s2.0-84881412276
2-s2.0-79953271786
2-s2.0-84897679157
2-s2.0-79251509971
2-s2.0-79952838558
2-s2.0-84856799433
2-s2.0-84870609006
2-s2.0-77955662311
2-s2.0-79953272770
2-s2.0-79952088572
2-s2.0-79952085942
2-s2.0-79959583882
2-s2.0-84867180288
2-s2.0-79952809709
2-s2.0-84870583845
2-s2.0-84858670671
2-s2.0-79952389473
2-s2.0-79959617995
2-s2.0-79953278483
2-s2.0-79952075295
2-s2.0-79952091860
2-s2.0-79952090630
2-s2.0-79952382113
2-s2.0-79951828670
2-s2.0-79959454443
2-s2.0-79953281768
2-s2.0-79952820373
2-s2.0-78349311303
2-s2.0-78649288042
2-s2.0-78249286508
2-s2.0-78649389437
2-s2.0-78650850281
2-s2.0-78049398278
2-s2.0-78049239032
2-s2.0-78049290865
2-s2.0-78049235583
2-s2.0-78149408453
2-s2.0-77955172912
2-s2.0-77951107511
2-s2.0-78650181981
2-s2.0-77958175167
2-s2.0-77957233443
2-s2.0-77958053263
2-s2.0-77951517578
2-s2.0-77957758153
2-s2.0-77957779174
2-s2.0-77957583010
2-s2.0-77957375979
2-s2.0-78049463641
2-s2.0-78651529570
2-s2.0-78651255602
2-s2.0-78651525087
2-s2.0-77956524991
2-s2.0-77956391553
2-s2.0-77954088278
2-s2.0-77955513990
2-s2.0-77957843962
2-s2.0-82055179257
2-s2.0-77955951999
2-s2.0-77956342127
2-s2.0-77955569934
2-s2.0-77955184440
2-s2.0-77955070344
2-s2.0-78349268079
2-s2.0-77954815540
2-s2.0-77953133965
2-s2.0-82255169595
2-s2.0-77954937138
2-s2.0-77955145471
2-s2.0-77955136947
2-s2.0-77954507863
2-s2.0-77953720162
2-s2.0-77955356186
2-s2.0-77950460433
2-s2.0-77955362802
2-s2.0-77952552958
2-s2.0-77955982969
2-s2.0-77953775138
2-s2.0-77953650477
2-s2.0-77955648674
2-s2.0-77952963989
2-s2.0-77953330270
2-s2.0-77952493925
2-s2.0-77952706319
2-s2.0-76049093801
2-s2.0-77952430691
2-s2.0-77952544793
2-s2.0-77951691278
2-s2.0-77958049143
2-s2.0-77949966915
2-s2.0-77953162780
2-s2.0-77951836120
2-s2.0-77956875070
2-s2.0-77954355166
2-s2.0-77951471631
2-s2.0-77949758161
2-s2.0-77949760437
2-s2.0-77951150804
