nom,nom,nom,nom,num,
A,S,J,O,APL,R
1,1,0,1,2.698513175,1
0,0,1,0,2.421374896,0
0,0,1,0,2.424162746,0
1,1,0,1,2.698513175,1
0,1,0,0,2.808134504,0
1,1,1,1,2.816025303,1
0,1,1,1,2.823147124,1
0,1,1,1,2.81744817,1
1,1,1,1,2.816264663,1
1,0,0,0,2.808581674,0
0,1,1,1,2.750572391,1
0,1,1,1,2.752226721,1
0,1,1,0,2.823147124,1
0,1,0,1,2.823765389,1
0,0,1,0,2.808134504,0
0,1,1,1,2.752226721,1
0,1,1,1,2.752903052,1
1,1,1,1,2.6990134,1
0,1,0,1,2.698513175,1
0,1,0,1,2.752226721,1
1,1,1,1,2.807911001,1
1,1,1,1,2.807911001,1
0,1,1,0,2.808545918,0
1,1,1,1,2.824368206,1
1,0,1,0,2.807911001,0
1,1,1,1,2.6990134,1
0,0,1,0,2.808134504,0
1,1,0,1,2.808134504,1
0,0,1,0,2.808134504,0
0,1,0,1,2.807911001,1
1,0,0,0,2.808358061,0
