EID
2-s2.0-84926155134
2-s2.0-84919626382
2-s2.0-84911885027
2-s2.0-84905656313
2-s2.0-84899877891
2-s2.0-84897423037
2-s2.0-84897468876
2-s2.0-84893777814
2-s2.0-84887561975
2-s2.0-84922444035
2-s2.0-84926376811
2-s2.0-84922834588
2-s2.0-84905189847
2-s2.0-84903638985
2-s2.0-84905263656
2-s2.0-84899584527
2-s2.0-84905197300
2-s2.0-84910049456
2-s2.0-84905181699
2-s2.0-84910091090
2-s2.0-84886724249
2-s2.0-84890568493
2-s2.0-84886452173
2-s2.0-84885474969
2-s2.0-84884178255
2-s2.0-84887541550
2-s2.0-84881462833
2-s2.0-84880916206
2-s2.0-84879691333
2-s2.0-84881186668
2-s2.0-84875459846
2-s2.0-84875458385
2-s2.0-84877869541
2-s2.0-84869833722
2-s2.0-84874751852
2-s2.0-84866131266
2-s2.0-84864996291
2-s2.0-84864995680
2-s2.0-84864996337
2-s2.0-84864971078
2-s2.0-84862143573
2-s2.0-84862016836
2-s2.0-84862285520
2-s2.0-84860778770
2-s2.0-84861580938
2-s2.0-84859059479
2-s2.0-84862018335
2-s2.0-84858259474
2-s2.0-84863269713
2-s2.0-84863268632
2-s2.0-84859550364
2-s2.0-84858018410
2-s2.0-80955177099
2-s2.0-79960915152
2-s2.0-80052779166
2-s2.0-81455159292
2-s2.0-80051875119
2-s2.0-80051868423
2-s2.0-80051911518
2-s2.0-79960348628
2-s2.0-79961066970
2-s2.0-79960512434
2-s2.0-79955769320
2-s2.0-84923516704
2-s2.0-80051946611
2-s2.0-79951680481
2-s2.0-78650348590
2-s2.0-84865961906
2-s2.0-78651315883
2-s2.0-82655179725
2-s2.0-84880485039
2-s2.0-84886430518
2-s2.0-77955959206
2-s2.0-77953640290
2-s2.0-77955937383
2-s2.0-77955955992
2-s2.0-77955945316
2-s2.0-77955955412
2-s2.0-77955974015
2-s2.0-77955944214
2-s2.0-77955955440
2-s2.0-77954949434
2-s2.0-77955306156
2-s2.0-77955013621
2-s2.0-77954953514
2-s2.0-77955505215
2-s2.0-77951627216
2-s2.0-84901045311
2-s2.0-84901023009
2-s2.0-84900993281
2-s2.0-84901037151
2-s2.0-84901049858
2-s2.0-84901044750
2-s2.0-77949526604
2-s2.0-74249083033
2-s2.0-79960922597
2-s2.0-77951577494
2-s2.0-77950878250
2-s2.0-67349103096
2-s2.0-68349095142
2-s2.0-70349185928
2-s2.0-69349095059
2-s2.0-69249180493
2-s2.0-84869703606
2-s2.0-59649094105
2-s2.0-70349229191
2-s2.0-67449152264
2-s2.0-70350066617
2-s2.0-62149116566
2-s2.0-70449580999
2-s2.0-77951014478
2-s2.0-60549117926
2-s2.0-80053824907
2-s2.0-60649110935
2-s2.0-63849118676
2-s2.0-63849317667
2-s2.0-63849140022
2-s2.0-78650760087
2-s2.0-63849310327
2-s2.0-78650759649
2-s2.0-54349083556
2-s2.0-78650758942
2-s2.0-62849115441
2-s2.0-80053674495
2-s2.0-84878539028
2-s2.0-61449206251
2-s2.0-61449259033
2-s2.0-55049123760
2-s2.0-52349117039
2-s2.0-48249083514
2-s2.0-48249118425
2-s2.0-43749083062
2-s2.0-42349107233
2-s2.0-39049167783
2-s2.0-39349111151
2-s2.0-37549021157
2-s2.0-41549165584
2-s2.0-36749083510
2-s2.0-84858490470
2-s2.0-84858490458
2-s2.0-44949110392
2-s2.0-84878231864
2-s2.0-44949168458
2-s2.0-44949216042
2-s2.0-49749120200
2-s2.0-44949142916
2-s2.0-38549102662
2-s2.0-35948984781
2-s2.0-34548562398
2-s2.0-34547319469
2-s2.0-34347259957
2-s2.0-34249046327
2-s2.0-33845340502
2-s2.0-34247545820
2-s2.0-34247242304
2-s2.0-36448934887
2-s2.0-84888707500
2-s2.0-36448943984
2-s2.0-84858477627
2-s2.0-84858474107
2-s2.0-36448932037
2-s2.0-36448975868
2-s2.0-33746796302
2-s2.0-33645881056
2-s2.0-33745698308
2-s2.0-32644449735
2-s2.0-33747858959
2-s2.0-33947203354
2-s2.0-33947219421
2-s2.0-84859282599
2-s2.0-27944487456
2-s2.0-25144497559
2-s2.0-22544488429
2-s2.0-14644410333
2-s2.0-15744404869
2-s2.0-14244267080
2-s2.0-30044449764
2-s2.0-30044447281
2-s2.0-30044434366
2-s2.0-30044432383
2-s2.0-30044440116
2-s2.0-30044434152
2-s2.0-21644480934
2-s2.0-6344267082
2-s2.0-5444270714
2-s2.0-5444264019
2-s2.0-8344287555
2-s2.0-16644393286
2-s2.0-4043116979
2-s2.0-3142716005
2-s2.0-8744266186
2-s2.0-1642479894
2-s2.0-1642560766
2-s2.0-8744249180
2-s2.0-8844238508
2-s2.0-13644276179
2-s2.0-8744294749
2-s2.0-0036953916
2-s2.0-0036954652
2-s2.0-8744281387
2-s2.0-0036929124
2-s2.0-0442266437
2-s2.0-0036005316
2-s2.0-0036870047
2-s2.0-0036722531
2-s2.0-0037091955
2-s2.0-0036529779
2-s2.0-0036182628
2-s2.0-8744246518
2-s2.0-8744280715
2-s2.0-19644399052
2-s2.0-0035193952
2-s2.0-0035201742
2-s2.0-0035193290
2-s2.0-8644281995
2-s2.0-8644252021
2-s2.0-0034472017
2-s2.0-0034473567
2-s2.0-8644227788
2-s2.0-0034187926
2-s2.0-8644237356
2-s2.0-8644242969
2-s2.0-8644274032
2-s2.0-8644262241
2-s2.0-8644254203
2-s2.0-8644226121
2-s2.0-8644287388
2-s2.0-8644292478
2-s2.0-8744223235
2-s2.0-0033340485
2-s2.0-0033225190
2-s2.0-0032647968
2-s2.0-0032188621
2-s2.0-0031344960
2-s2.0-0031372516
2-s2.0-0031212765
2-s2.0-0030246074
2-s2.0-0030381587
2-s2.0-0042981437
2-s2.0-8744297367
2-s2.0-57849134029
2-s2.0-0030134935
2-s2.0-0028994810
2-s2.0-0028995177
2-s2.0-0028995668
2-s2.0-0029426567
2-s2.0-0029506497
2-s2.0-0029498420
2-s2.0-0029496548
2-s2.0-0029425569
2-s2.0-0029425248
2-s2.0-50749135090
2-s2.0-0028420085
2-s2.0-0005364812
2-s2.0-0027843318
2-s2.0-0027640636
2-s2.0-0026946194
2-s2.0-0026472897
2-s2.0-0026373412
2-s2.0-0025682379
2-s2.0-0025486412
2-s2.0-0025398780
2-s2.0-0024088663
