2-s2.0-84917728078
2-s2.0-84906345397
2-s2.0-84917736730
2-s2.0-84884247875
2-s2.0-84873726007
2-s2.0-80053120170
2-s2.0-79960389401
2-s2.0-78049281031
2-s2.0-77954932149
2-s2.0-84887449554
2-s2.0-72849124254
