2-s2.0-84893618532
2-s2.0-84902991030
2-s2.0-84921456359
2-s2.0-84921448404
2-s2.0-84921683270
2-s2.0-84912060884
2-s2.0-84893181032
2-s2.0-84876010902
2-s2.0-84870832642
2-s2.0-84876482103
2-s2.0-84900607712
2-s2.0-84873107986
2-s2.0-84866647303
2-s2.0-84865594764
2-s2.0-84862129494
2-s2.0-81855226135
2-s2.0-79960862796
2-s2.0-79960682039
2-s2.0-79960196889
2-s2.0-79959954957
2-s2.0-79959335588
2-s2.0-51849137874
2-s2.0-38049187486
2-s2.0-38449106816
