2-s2.0-84875452103
2-s2.0-84856020643
2-s2.0-80054000048
2-s2.0-79960748513
2-s2.0-78649858263
2-s2.0-78649775156
2-s2.0-77954449053
2-s2.0-73549108498
2-s2.0-66349111697
