2-s2.0-84906243432
2-s2.0-84906001251
2-s2.0-84901484745
2-s2.0-84896118626
2-s2.0-84921534040
2-s2.0-84897881182
2-s2.0-84890808158
2-s2.0-84871056030
2-s2.0-84873102339
2-s2.0-79960692476
2-s2.0-82755188542
2-s2.0-78649238547
2-s2.0-65649103748
2-s2.0-24144477302
2-s2.0-24144449906
2-s2.0-24144468666
2-s2.0-24144455335
2-s2.0-26944503239
2-s2.0-14544304449
2-s2.0-0035061022
